nomvar,ip1,ip3,usage,origin,pack,date,short_fr_desc,short_en_desc,long_fr_desc,long_en_desc,type,units,precision,min,max,magnitude,value,meaning_fr,meaning_en
"OrderedDict([('@ip1', '1198'), ('#text', 'VF')])",,,current,,,,Fraction de végétation (glace),Vegetation fraction (ice),,,real,fraction,,0.0,1.0,,,,
"OrderedDict([('@ip1', '1197'), ('#text', 'VF')])",,,current,,,,Fraction de végétation (lac interieur),Vegetation fraction (inland lake),,,real,fraction,,0.0,1.0,,,,
"OrderedDict([('@ip1', '1196'), ('#text', 'VF')])",,,current,,,,Fraction de végétation (conifères),Vegetation fraction (evergreen needleleaf trees),,,real,fraction,,0.0,1.0,,,,
"OrderedDict([('@ip1', '1195'), ('#text', 'VF')])",,,current,,,,Fraction de végétation (feuillus à feuilles persistants),Vegetation fraction (evergreen broadleaf trees),,,real,fraction,,0.0,1.0,,,,
"OrderedDict([('@ip1', '1194'), ('#text', 'VF')])",,,current,,,,Fraction de végétation (résineux à feuilles caduques),Vegetation fraction (deciduous needleleaf trees),,,real,fraction,,0.0,1.0,,,,
"OrderedDict([('@ip1', '1193'), ('#text', 'VF')])",,,current,,,,Fraction de végétation (feuillus),Vegetation fraction (deciduous broadleaf tree),,,real,fraction,,0.0,1.0,,,,
"OrderedDict([('@ip1', '1192'), ('#text', 'VF')])",,,current,,,,Fraction de végétation (feuillus tropicaux),Vegetation fraction (tropical broadleaf trees),,,real,fraction,,0.0,1.0,,,,
"OrderedDict([('@ip1', '1191'), ('#text', 'VF')])",,,current,,,,Fraction de végétation (feuillus caduques sécheresse),Vegetation fraction (drought deciduous trees),,,real,fraction,,0.0,1.0,,,,
"OrderedDict([('@ip1', '1190'), ('#text', 'VF')])",,,current,,,,Fraction de végétation (arbuste à feuillage persistant et large),Vegetation fraction (evergreen broadleaf shrub),,,real,fraction,,0.0,1.0,,,,
"OrderedDict([('@ip1', '1189'), ('#text', 'VF')])",,,current,,,,Fraction de végétation (arbustes à feuilles caduques),Vegetation fraction (deciduous shrubs),,,real,fraction,,0.0,1.0,,,,
"OrderedDict([('@ip1', '1188'), ('#text', 'VF')])",,,current,,,,Fraction de végétation (arbustes épineux),Vegetation fraction (thorn shrubs),,,real,fraction,,0.0,1.0,,,,
"OrderedDict([('@ip1', '1187'), ('#text', 'VF')])",,,current,,,,Fraction de végétation (herbe courte et d'herbacées),Vegetation fraction (short grass and forbs),,,real,fraction,,0.0,1.0,,,,
"OrderedDict([('@ip1', '1186'), ('#text', 'VF')])",,,current,,,,Fraction de végétation (herbe longue),Vegetation fraction (long grass),,,real,fraction,,0.0,1.0,,,,
"OrderedDict([('@ip1', '1185'), ('#text', 'VF')])",,,current,,,,Fraction de végétation (cultures),Vegetation fraction (crops),,,real,fraction,,0.0,1.0,,,,
"OrderedDict([('@ip1', '1184'), ('#text', 'VF')])",,,current,,,,Fraction de végétation (riz),Vegetation fraction (rice),,,real,fraction,,0.0,1.0,,,,
"OrderedDict([('@ip1', '1183'), ('#text', 'VF')])",,,current,,,,Fraction de végétation (sucre),Vegetation fraction (sugar),,,real,fraction,,0.0,1.0,,,,
"OrderedDict([('@ip1', '1182'), ('#text', 'VF')])",,,current,,,,Fraction de végétation (maïs),Vegetation fraction (maize),,,real,fraction,,0.0,1.0,,,,
"OrderedDict([('@ip1', '1181'), ('#text', 'VF')])",,,current,,,,Fraction de végétation (coton),Vegetation fraction (cotton),,,real,fraction,,0.0,1.0,,,,
"OrderedDict([('@ip1', '1180'), ('#text', 'VF')])",,,current,,,,Fraction de végétation (cultures irriguées),Vegetation fraction (irrigated crops),,,real,fraction,,0.0,1.0,,,,
"OrderedDict([('@ip1', '1179'), ('#text', 'VF')])",,,current,,,,Fraction de végétation (urbaines),Vegetation fraction (urban),,,real,fraction,,0.0,1.0,,,,
"OrderedDict([('@ip1', '1178'), ('#text', 'VF')])",,,current,,,,Fraction de végétation (toundra),Vegetation fraction (tundra),,,real,fraction,,0.0,1.0,,,,
"OrderedDict([('@ip1', '1177'), ('#text', 'VF')])",,,current,,,,Fraction de végétation (marais),Vegetation fraction (swamp),,,real,fraction,,0.0,1.0,,,,
"OrderedDict([('@ip1', '1176'), ('#text', 'VF')])",,,current,,,,Fraction de végétation (désert),Vegetation fraction (desert),,,real,fraction,,0.0,1.0,,,,
"OrderedDict([('@ip1', '1175'), ('#text', 'VF')])",,,current,,,,Fraction de végétation (forêts mixtes),Vegetation fraction (mixed wood forests),,,real,fraction,,0.0,1.0,,,,
"OrderedDict([('@ip1', '1174'), ('#text', 'VF')])",,,current,,,,Fraction de végétation (arbustes mixtes),Vegetation fraction (mixed shrubs),,,real,fraction,,0.0,1.0,,,,
VG,,,current,,,,Type de végétation dominant,Dominant vegetation type,,,code,,,,,,"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26']",,"['(salt) water', 'ice', 'inland lake', 'evergreen needleleaf trees', 'evergreen broadleaf trees', 'deciduous needleleaf trees', 'deciduous broadleaf trees', 'tropical broadleaf trees', 'drought deciduous trees', 'evergreen broadleaf shrubs', 'deciduous shrubs', 'thorn shrubs', 'short grass and forbs', 'long grass', 'crops', 'rice', 'sugar', 'maize', 'cotton', 'irrigated crops', 'urban', 'tundra', 'swamp', 'desert', 'mixed wood forests', 'mixed shrubs']"
VI,,,current,,,,Ion vanadium en solution (V+++),Vanadium ion in Solution (V+++),,,real,ppb,,,,,,,
VIS,,,current,,,,Visibilité,Visibility,,,real,m,,,,,,,
VIS1,,,current,,,,Visibilité a travers le brouillard liquide,Visibility through liquid fog,,,real,m,,,,,,,
VIS2,,,current,,,,Visibilité a travers de la pluie,Visibility through rain,,,real,m,,,,,,,
VIS3,,,current,,,,Visibilité dans les précipitations de neige,Visibility through precipitating snow,,,real,m,,,,,,,
VIS4,,,current,,,2018-10-10,Visibilité dans le brouillard glacé,Visibility through ice fog,,,real,m,,,,,,,
VIS5,,,current,,,2018-10-10,Visibilité dans la poudrerie,Visibility through blowing snow,,,real,m,,,,,,,
VIP,,,current,,,,Viscosité physique,Physical viscosity,,,real,Pa s,,,,,,,
VIN,,,current,,,,Viscosité numérique,Numerical viscosity,,,real,Pa s,,,,,,,
VL,,,current,,,,Quantité d'eau liquide intégrée verticallement par radar,Radar derived vertically integrated liquid,,,real,kg/m²,,,,,,,
VLI,,,current,SPOOKI,,2013-05-24,Indice de soulèvement utilisant VT,Lifted index with VT,Indice de soulèvement calculé à partir de la température virtuelle,Lifted index using the virtual temperature,real,°C,,-20.0,20.0,,,,
VN,,,current,,,,Coefficient de ventilation à TMIN,Ventilation coefficient ventilation at TMIN,,,real,m²/s,,,,,,,
VO,,,current,,,,Composés organiques volatiles gaseux (VOC),"Volatile organic compounds, gas (VOC)",,,real,ppb,,,,,,,
VNO,,,current,,,,Vitesse de dépôt de monoxyde d'azote,Nitrogen monoxide deposition velocity,,,real,m/s,,,,,,,
VNO2,,,current,,,,Vitesse de dépôt de dioxyde d'azote,Nitrogen dioxide deposition velocity,,,real,m/s,,,,,,,
VO3,,,current,,,,Vitesse de dépôt d'ozone,Ozone deposition velocity,,,real,m/s,,,,,,,
VPPR,,,current,SPOOKI,,2013-05-24,Pression de vapeur,Vapour pressure,Pression de la vapeur d'eau,Water vapor pressure,real,hPa,,0.0,100.0,,,,
VS,,,deprecated,,,2017-03-14,Composante-V du vent au sol,V-component of the wind at ground level,,,real,m/s,,,,,,,
VT,,,current,,,,Température virtuelle,Virtual temperature,,,real,°C,,,,,,,
VT1,,,current,,,,Les vents images intercalé (v-composante),Staggered image winds (v-component),,,real,rad/s,,,,,,,
VTAW,,,current,,,,Composant Y du stress atmosphérique sur l'eau,Y-component of atmospheric stress on water,,,real,Pa,,,,,,,
VV,,,current,,,,Composante V du vent (selon l'axe des Y sur la grille),V-component of the wind (along the Y-axis of the grid),,,real,kts,,,,,,,
VVSN,,,current,,,,Composante géographique S-N du vent horizontal,True geographical South-North (meridional) component of the horizontal wind,,,real,m/s,,,,,,,
VWA,,,current,SPOOKI,,2013-05-24,Indice Showalter utilisant VT,Showalter index using VT,Indice de Showalter calculé utilisant la correction pour la température virtuelle,Showalter Index using the virtual temperature correction,real,°C,,-20.0,20.0,,,,
VX,,,current,,,,Coefficient de ventilation a TMAX,Ventilation coefficient at TMAX,,,real,m²/s,,,,,,,
VZ,,,current,,,,Réflexion visible,Visible reflection,,,real,nil,,,,,,,
W1,,,current,,,,Chemin optique de l'eau (selon Rockel),Water optical path (according to Rockel),,,real,kg/m²,,,,,,,
W2,,,current,,,,Chemin optique de la glace (selon Rockel),Ice optical path (according to Rockel),,,real,kg/m²,,,,,,,
W3,,,current,,,,Épaisseur optique totale de l'eau,Water total optical thickness,,,real,nil,,,,,,,
W4,,,current,,,,Épaisseur optique totale de la glace,Ice total optical thickness,,,real,nil,,,,,,,
W5,,,current,,,,Température de brillance de vapeur d'eau,Brightness water vapor temperature,,,real,K,,,,,,,
WA,,,current,,,,Indice Showalter,Showalter index,,,real,K,,,,,,,
WA1X,,,current,,,,Particle eau liée 2.5µm (espèces CAM),Particle bound water fine (2.5µm) (CAM species),,,real,µg/m³,,,,,,,
WA2X,,,current,,,,Particle eau liée 10µm (espèces CAM),Particle bound water coarse (10µm) (CAM species),,,real,µg/m³,,,,,,,
WB,,,current,,,,Direction significative des vagues,Significant wave direction,,,real,deg,,,,,,,
WC,,,obsolete,,,2015-08-31,Facteur de refroidissement éolien,Wind chill factor,Facteur de refroidissement éolien calculé selon la formulation originale de 1970,Wind chill factor based on the original 1970 formulation,real,W/m²,,,,,,,
WD,,,current,,,,Direction météorologique du vent,Meteorological wind direction,,,real,deg,,,,,,,
WE,,,current,,,,Mouvement vertical (coordonnée modèle),Vertical motion (model coordinate),,,real,s⁻¹,,,,,,,
WG,,,current,,,,Humidité du sol près de la surface,Near surface soil moisture,,,real,m³/m³,,0.0,1.0,,,,
WGE,,,current,,,,Estimation instantané des rafales de vent,Instantaneous wind gust estimate,"Estimation instantané des rafales de vent, tels qu'il peut être calculé à partir de l'énergie cinétique turbulente. Ces valeurs ne sont pas des extrêmes temporels, mais plutôt représentent les rafales estimés provenant de parcelles d'air dans la verticale qui ont le potentiel de descendre jusqu’à la surface pour creer des rafales (potentiel basé sur les critères de turbulence).","Instantaneous wind gust estimate, such as can be derived from turbulent kinetic energy. These values are not temporal extremes, but rather represent the estimated winds originating from air parcels in the vertical which have the potential to descend to the surface and create gusts (potential based on turbulence criteria).",real,m/s,,,,,,,
WGN,,,current,,,,Minimum instantané des rafales de vent,Instantaneous wind gust minimum,"Minimum instantané des rafales de vent, tels qu'il peut être calculé à partir de l'énergie cinétique turbulente. Ces valeurs ne sont pas des extrêmes temporels, mais plutôt représentent les vents minimals possibles provenant de parcelles d'air dans la verticale qui ont le potentiel de descendre jusqu’à la surface pour creer des rafales (potentiel basé sur les critères de turbulence).","Instantaneous wind gust minimum, such as can be derived from turbulent kinetic energy. These values are not temporal extremes, but rather represent minimum winds originating from air parcels in the vertical which have the potential to descend to the surface and create gusts (potential based on turbulence criteria).",real,m/s,,,,,,,
WGX,,,current,,,,Maximum instantané des rafales de vent,Instantaneous wind gust maximum,"Maximum instantané des rafales de vent, tels qu'il peut être calculé à partir de l'énergie cinétique turbulente. Ces valeurs ne sont pas des extrêmes temporels, mais plutôt représentent les vents maximals possibles provenant de parcelles d'air dans la verticale qui ont le potentiel de descendre jusqu’à la surface pour creer des rafales (potentiel basé sur les critères de turbulence).","Instantaneous wind gust maximum, such as can be derived from turbulent kinetic energy. These values are not temporal extremes, but rather represent maximum winds originating from air parcels in the vertical which have the potential to descend to the surface and create gusts (potential based on turbulence criteria).",real,m/s,,,,,,,
WH,,,current,,,,Hauteur significative des vagues,Significant wave height,,,real,m,,,,,,,
WP,,,current,,,,Mouvement vertical isobarique,Isobaric vertical motion,,,real,pa/s,,,,,,,
WT1,,,current,,,,Mouvement vertical du modèle actuel,Actual model vertical velocity,,,real,m/s,,,,,,,
WQ,,,current,,,,Période pic des vagues de vent,Wind wave peak period,,,real,s,,,,,,,
WR,,,current,,,,Humidité profonde du sol,Deep ground moisture,,,real,fraction,,0.0,1.0,,,,
WS,,,current,,,,Mouvement vertical en coordonnée sigma,SIGMA coordinate vertical motion,,,real,s⁻¹,,,,,,,
WSPD,,,current,,,,Module du vent horizontal,Horizontal wind modulus,,,real,m/s,,,,,,,
WSTA,,,current,GEM,,2014-06-26,Echelle de vitesse convective w*,Convective velocity scale w*,,Also known as Deardoff velocity,real,m/s,,,,,,,
WU,,,current,,,,Composante est de l'onde significative,Eastward significant wave component,,,real,m,,,,,,,
WV,,,current,,,,Composante nord de l'onde significative,Northward significant wave component,,,real,m,,,,,,,
WVX,,,current,,,,Vitesse de l'écoulement en X,Water velocity in X,,,real,m/s,,,,,,,
WVY,,,current,,,,Vitesse de l'écoulement en Y,Water velocity in Y,,,real,m/s,,,,,,,
WVDR,,,current,,,,Direction de la vitesse d'écoulement,Water velocity direction,,,real,deg,,,,,,,
WVMD,,,current,,,,Module de la vitesse d'écoulement,Water velocity modulus,,,real,m/s,,,,,,,
WW,,,current,,,,Mouvement vertical,Vertical Motion,,,real,pa/s,,,,,,,
WWW,,,current,,,,Composante Z de la vélocite de l'eau,Z component of water velocity,,,real,m/s,,,,,,,
WX,,,current,,,,Composante est de la houle,Eastward swell component,,,real,m,,,,,,,
WY,,,current,,,,Composante nord de la houle,Northward swell component,,,real,m,,,,,,,
WZ,,,current,,,,Hauteur des vagues de vent,Wind wave height,,,real,m,,,,,,,
X0,,,current,,,,Fonction de stabilité en surface (z 0; beta),Stability function at the surface (z 0; beta),,,real,nil,,0.0,26.0,,,,
X1,,,current,,,,"Fonction de stabilité en surface (z za/2, ~20m)","Stability function at the surface (z za/2, ~20m)",,,real,nil,,0.0,26.0,,,,
XA,,,current,,,,Âge de la neige en surface,Age of the snow at ground level,,,real,hrs,,,,,,,
Y1,,,current,,,,Incrément de température pour I0 niveau 1,Temperature increment for I0 level 1,,,real,°C,,,,,,,
Y2,,,current,,,,Incrément de température pour I0 niveau 2,Temperature increment for I0 level 2,,,real,°C,,,,,,,
Y3,,,current,,,,Increment d'humidité pour I1 niveau 1,Humidity increment for I1 level 1,,,real,m³/m³,,,,,,,
Y4,,,current,,,,Increment d'humidité pour I1 niveau 2,Humidity increment for I1 level 2,,,real,m³/m³,,,,,,,
Y7,,,current,,,,Corrélation du gradient topographique sous-maille selon x,Sub-mesh topographic gradient along X,,,real,nil,,,,,,,
Y8,,,current,,,,Corrélation du gradient topographique sous-maille selon Y,Sub-mesh topographic gradient along Y,,,real,nil,,,,,,,
Y9,,,current,,,,Corrélation du gradient topographique sous-maille selon XetY,Sub-mesh topographic gradient along X and Y,,,real,nil,,,,,,,
YA,,,current,,,,Masque terre/mer sans glacier,Land/sea mask without glacier,,,real,%,,,,,,,
YB,,,current,,,,Rejet pour cause de neige,Snow rejects,,,real,%,,,,,,,
YC,,,current,,,,Rejet pour cause de sol gelé,Frozen ground rejects,,,real,%,,,,,,,
YD,,,current,,,,Rejet pour cause de précipitation,Precipitation rejects,,,real,%,,,,,,,
YE,,,current,,,,Rejet pour cause de vent fort,Strong wind rejects,,,real,%,,,,,,,
YF,,,current,,,,Rejet pour cause de manque d'insolation 1,Lacking sunshine rejects 1,,,real,%,,,,,,,
YG,,,current,,,,Rejet pour cause de manque d'insolation 2,Lacking sunshine rejects 2,,,real,%,,,,,,,
YH,,,current,,,,Erreur modèle pour l'humidité,Humidity model error,,,real,%,,,,,,,
YT,,,current,,,,Erreur modèle pour la température,Temperature model error,,,real,°C,,,,,,,
Z0,1199,,current,,,,Longueur de rugosité (Sol),Roughness length (Soil),,,real,m,,,,,,,
Z0,1198,,current,,,,Longueur de rugosité (Glacier),Roughness length (Glacier),,,real,m,,,,,,,
Z0,1197,,current,,,,Longueur de rugosité (Eau),Roughness length (Water),,,real,m,,,,,,,
Z0,1196,,current,,,,Longueur de rugosité (Glace Marine),Roughness length (Sea Ice),,,real,m,,,,,,,
Z0,1195,,current,,,,Longueur de rugosité (Aggrégée),Roughness length (Aggregated),,,real,m,,,,,,,
Z0,1194,,current,,,,Longueur de rugosité (Urbain),Roughness length (Urban),,,real,m,,,,,,,
ZA,,,current,,,,"Hauteur de l'anémomètre, premier niveau ETA","Anemometer height, 1st ETA level",,,real,m,,,,,,,
ZB,,,current,,,,Longueur de rugosité,Roughness length,,,real,log(m),,,,,,,
ZC,,,current,,,,Angle zénithal du satellite au pixel GOES,Satellite zenith angle at GOES pixel,,,real,deg,,,,,,,
ZD,,,current,,,,Longeur d'échelle de dissipation,Length scale of dissipation,,,real,inconnue,,,,,,,
ZE,,,current,,,,Longueur de rugosité (ECMWF),Roughness length (ECMWF),,,real,m,,,,,,,
ZE3D,,,current,,,,Réflectivité équivalente 3D,3D equivalent reflectivity,,,real,dBZ,,,,,,,
ZEC,,,current,,,,Réflectivité maximale équivalente 3D,Maximum equivalent reflectivity,,,real,dBZ,,,,,,,
ZEL,,,current,SPOOKI,,2013-05-24,Hauteur du niveau d'équilibre,Height of the equilibrium level,,,real,m agl,,0.0,20000.0,,,,
ZET,,,current,,,,Réflectivité équivalente totale,Total equivalent reflectivity,,,real,dBZ,,,,,,,
FATB,,,current,RDPS,,2016-04-25,Flux vis-UV incident à la surface (par bande),Vis-UV downward flux at the surface (per band),,,real,W/m²,,,,,,,
FCTB,,,current,RDPS,,2016-04-25,"Pour ciel dégagé, flux vis-UV incident à la surface (par bande)",Clear-sky vis-UV downward flux at the surface (per band),,,real,W/m²,,,,,,,
ZFC,,,current,SPOOKI,,2013-05-24,Hauteur du NCL,LFC height,Hauteur du niveau de convection libre,Height of the level of free convection,real,m agl,,0.0,20000.0,,,,
ZLCL,,,current,SPOOKI,,2013-05-24,Hauteur du NCA,LCL height,Hauteur au-dessus du niveau du sol du niveau de condensation par ascension,Height above the ground of the lifting condensation level,real,m agl,,0.0,16000.0,,,,
ZN,,,current,,,,Longueur de mélange de la turbulence,Turbulence mixing length,,,real,m,,,,,,,
ZP,,,current,,,,Longueur de rugosité (CRESSMAN),Roughness length (CRESSMAN),,,real,m,,,,,,,
ZR,,,current,,,,Type de précipitations - pluie verglaçante,Precipitation type - freezing rain,,,logical,,,,,,"['0', '1']",,"['No', 'Yes']"
ZS,,,current,,,,Angle zénithal du soleil au pixel GOES,Zenith angle of the sun at GOES pixel,,,real,deg,,,,,,,
ZV,,,current,,,,Rugosité associée à la végétation (ECMWF),Roughness length due to vegetation (ECMWF),,,real,m,,,,,,,
ZVC,,,current,SPOOKI,,2013-05-24,Hauteur du NCL utilisant VT,LFC height using VT,Hauteur du niveau de convection libre utilisant la correction pour la température virtuelle,Height of  the level of free convection using the virtual temperature correction,real,m agl,,0.0,20000.0,,,,
ZVE,,,current,SPOOKI,,2013-05-24,Hauteur du niveau d'équilibre utilisant VT,Height of the equilibrium level using VT,Hauteur du niveau d'équilibre utilisant la correction pour la température virtuelle,Height of the equilibrium level using the virtual temperature correction,real,m agl,,0.0,20000.0,,,,
PPVU,,,current,SPOOKI,,2017-10-13,Pression sur surface d'unités de tourbillon potentiel constantes,Pressure on a surface of constant potential vorticity units,"Pression sur une surface d'unités de tourbillon potentiel constantes. Le ip3 encodé en kind ""other"" indique la valeur des unités de tourbillon potentiel.","Pressure on a surface of constant potential vorticity units. The ip3 encoded in kind ""other"" indicates the potential vorticity unit's value of the surface.",real,hPa,,0.0,1100.0,,,,
VCP,,,current,SPOOKI,,2018-01-15,CAPE utilisant VT,CAPE using VT,Énergie potentielle de convection disponible calculée en utilisant la correction pour la température virtuelle,Convective available potential energy calculated using the virtual temperature correction,real,J kg-1,,0.0,10000.0,,,,
VCN,,,current,SPOOKI,,2018-01-15,CINH utilisant VT,CINH using VT,Énergie d'inhibition de la convection calculée en utilisant la correction pour la température virtuelle,Convective inhibition calculated using the virtual temperature correction,real,J kg-1,,-1000.0,0.0,,,,
MVCP,,,current,SPOOKI,,2018-01-15,CAPE de la parcelle moyenne utilisant VT,Mean layer parcel CAPE using VT,Énergie potentielle de convection disponible de la parcelle représentant la moyenne d'une couche calculée en utilisant la correction pour la température virtuelle,Convective available potential energy for a mean layer parcel calculated using the virtual temperature correction,real,J kg-1,,0.0,10000.0,,,,
MVCN,,,current,SPOOKI,,2018-01-15,CINH de la parcelle moyenne utilisant VT,Mean layer parcel CINH using VT,Énergie d'inhibition de la convection de la parcelle représentant la moyenne d'une couche calculée en utilisant la correction pour la température virtuelle,Convective inhibition for a mean layer parcel calculated using the virtual temperature correction,real,J kg-1,,-1000.0,0.0,,,,
MCP,,,current,SPOOKI,,2018-01-15,CAPE de la parcelle moyenne,Mean layer parcel CAPE,Énergie potentielle de convection disponible calculée pour la parcelle représentant la moyenne d'une couche. Cette couche est définie par le IP1 (limite inferieure) et le IP3 (épaisseur).,Convective available potential energy calculated for a mean layer parcel. The layer is defined by IP1 (lower bound) and IP3 (thickness).,real,J kg-1,,0.0,10000.0,,,,
MCN,,,current,SPOOKI,,2018-01-15,CINH de la parcelle moyenne,Mean layer parcel CINH,Énergie d'inhibition de la convection calculée pour la parcelle représentant la moyenne d'une couche. Cette couche est définie par le IP1 (limite inferieure) et le IP3 (épaisseur).,Convective inhibition calculated for a mean layer parcel. The layer is defined by IP1 (lower bound) and IP3 (thickness).,real,J kg-1,,-1000.0,0.0,,,,
UVCP,,,current,SPOOKI,,2018-01-15,CAPE de la parcelle la plus instable utilisant VT,Most unstable parcel CAPE using VT,Énergie potentielle de convection disponible de la parcelle la plus instable (ThetaW max) calculée en utilisant la correction pour la température virtuelle,Convective available potential energy for the most unstable parcel (ThetaW max) calculated using the virtual temperature correction,real,J kg-1,,0.0,10000.0,,,,
UVCN,,,current,SPOOKI,,2018-01-15,CINH de la parcelle la plus instable utilisant VT,Most unstable parcel CINH using VT,Énergie d'inhibition de la convection de la parcelle la plus instable (ThetaW max) calculée en utilisant la correction pour la température virtuelle,Convective inhibition for the most unstable parcel (ThetaW max) calculated using the virtual temperature correction,real,J kg-1,,-1000.0,0.0,,,,
UCP,,,current,SPOOKI,,2018-01-15,CAPE de la parcelle la plus instable,Most unstable parcel CAPE,Énergie potentielle de convection disponible calculée pour la parcelle la plus instable (ThetaW max),Convective available potential energy calculated for the most unstable parcel (ThetaW max),real,J kg-1,,0.0,10000.0,,,,
UCN,,,current,SPOOKI,,2018-01-15,CINH de la parcelle la plus instable,Most unstable parcel CINH,Énergie d'inhibition de la convection calculée pour la parcelle la plus instable (ThetaW max),Convective inhibition calculated for the most unstable parcel (ThetaW max),real,J kg-1,,-1000.0,0.0,,,,
MZCL,,,current,SPOOKI,,2018-01-15,Hauteur du NCA de la parcelle moyenne,Mean layer parcel LCL height,Hauteur au-dessus du niveau du sol du niveau de condensation par ascension pour une parcelle représentant la moyenne d'une couche. Cette couche est définie par le IP1 (limite inferieure) et le IP3 (épaisseur).,Height above ground level of the lifting condensation level for a mean layer parcel. The layer is defined by IP1 (lower bound) and IP3 (thickness).,real,m agl,,0.0,3000.0,,,,
EFTT,,,current,CMDW,,2020-10-30,Indice de Prévision Extrême pour la température de l'air,Extreme Forecast Index for air temperature,"Pour plus d'informations, veuillez consulter: https://collaboration.cmc.ec.gc.ca/cmc/CMOI/product_guide/product-pages/geps_efi_f.html","For more information, please consult: https://collaboration.cmc.ec.gc.ca/cmc/CMOI/product_guide/product-pages/geps_efi_e.html",real,nil,,-1.0,1.0,,,,
EFPR,,,current,CMDW,,2020-10-30,Indice de Prévision Extrême pour la quantité de précipitations,Extreme Forecast Index for quantity of precipitation,"Pour plus d'informations, veuillez consulter: https://collaboration.cmc.ec.gc.ca/cmc/CMOI/product_guide/product-pages/geps_efi_f.html","For more information, please consult: https://collaboration.cmc.ec.gc.ca/cmc/CMOI/product_guide/product-pages/geps_efi_e.html",real,nil,,-1.0,1.0,,,,
EFUV,,,current,CMDW,,2020-10-30,Indice de Prévision Extrême pour la vitesse du vent,Extreme Forecast Index for wind modulus,"Pour plus d'informations, veuillez consulter: https://collaboration.cmc.ec.gc.ca/cmc/CMOI/product_guide/product-pages/geps_efi_f.html","For more information, please consult: https://collaboration.cmc.ec.gc.ca/cmc/CMOI/product_guide/product-pages/geps_efi_e.html",real,nil,,-1.0,1.0,,,,
RTX,,,current,CMDW,,2018-01-15,Maximum de RT,Maximum of RT,Maximum du taux de précipitation total (le type du IP3 indique que le maximum est sur une période du temps),Maximum of total precipitation rate (the kind of IP3 indicates that the maximum occurs over a period of time),real,m/s,,0.0,100.0,,,,
RTN,,,current,CMDW,,2018-01-15,Minimum de RT,Minimum of RT,Minimum du taux de précipitation total (le type du IP3 indique que le minimum est sur une période du temps),Minimum of precipitation rate (the kind of IP3 indicates that the minimum occurs over a period of time),real,m/s,,0.0,100.0,,,,
ZECX,,,current,CMDW,,2018-01-15,Maximum de ZEC,Maximum of ZEC,Maximum de la réflectivité maximale équivalente intégrée sur la colonne (le type du IP3 indique que le maximum est sur une période du temps),Maximum of the column integrated maximum equivalent reflectivity (the kind of IP3 indicates that the maximum occurs over a period of time),real,dBZ,,0.0,,,,,
ZECN,,,current,CMDW,,2018-01-15,Minimum de ZEC,Minimum of ZEC,Minimum de la réflectivité maximale équivalente intégrée sur la colonne (le type du IP3 indique que le minimum est sur une période du temps),Minimum of the column integrated maximum equivalent reflectivity (the kind of IP3 indicates that the minimum occurs over a period of time),real,dBZ,,0.0,,,,,
WWN,,,current,CMDW,,2018-01-15,Minimum du WW,Minimum of WW,Minimum du mouvement vertical (le type du IP3 définit si le minimum est sur une période du temps ou dans la verticale),Minimum of vertical motion (the kind of IP3 defines whether the minimum occurs over a period of time or in the vertical),real,pa/s,,,,,,,
WWX,,,current,CMDW,,2018-01-15,Maximum du WW,Maximum of WW,Maximum du mouvement vertical (le type du IP3 définit si le maximum est sur une période du temps ou dans la verticale),Maximum of vertical motion (the kind of IP3 defines whether the maximum occurs over a period of time or in the vertical),real,pa/s,,,,,,,
WWNX,,,current,CMDW,,2018-01-15,Maximum du minimum vertical du WW,Maximum of the vertical minimum of WW,Maximum du minimum vertical du mouvement vertical (le type du IP3 indique que le maximum est sur une période du temps),Maximum of the vertical minimum of vertical motion (the kind of IP3 indicates that the maximum occurs over a period of time),real,pa/s,,,,,,,
WWNN,,,current,CMDW,,2018-01-15,Minimum du minimum vertical du WW,Minimum of the vertical minimum of WW,Minimum du minimum vertical du mouvement vertical (le type du IP3 indique que le minimum est sur une période du temps),Minimum of the vertical minimum of vertical motion (the kind of IP3 indicates that the minimum occurs over a period of time),real,pa/s,,,,,,,
WWXX,,,current,CMDW,,2018-01-15,Maximum du maximum vertical du WW,Maximum of the vertical maximum of WW,Maximum du maximum vertical du mouvement vertical (le type du IP3 indique que le maximum est sur une période du temps),Maximum of the vertical maximum of vertical motion (the kind of IP3 indicates that the maximum occurs over a period of time),real,pa/s,,,,,,,
WWXN,,,current,CMDW,,2018-01-15,Minimum du maximum vertical du WW,Minimum of the vertical maximum of WW,Minimum du maximum vertical du mouvement vertical (le type du IP3 indique que le minimum est sur une période du temps),Minimum of the vertical maximum of vertical motion (the kind of IP3 indicates that the minimum occurs over a period of time),real,pa/s,,,,,,,
WGNX,,,current,CMDW,,2018-01-15,Maximum de WGN,Maximum of WGN,Maximum du minimum des rafales de vent calculé à partir de l'énergie cinétique turbulente (le type du IP3 indique que le maximum est sur une période du temps),Maximum of wind gust minimum derived from turbulent kinetic energy (the kind of IP3 indicates that the maximum occurs over a period of time),real,m/s,,0.0,,,,,
